ticker,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,PX_VOLUME
MSFT,207.19,210.92,202.15,202.54,67457035.0
NFLX,491.13,491.9,472.02,477.58,7722034.0
TSLA,1678.95,1689.0,1480.77,1513.07,24328504.0
AAPL,363.95,371.88,356.58,370.46,46359716.0
AMZN,2930.0,3031.58,2888.0,3008.91,5632413.0
FB,230.19,233.49,226.9,230.71,18325813.0
GOOG,1498.93,1517.636,1488.4,1511.87,1544404.0
MSFT,200.42,202.86,197.51,201.3,39826989.0
NFLX,468.77,487.17,467.54,480.45,7746247.0
TSLA,1416.01,1465.0,1366.54,1417.0,19396616.0
AAPL,374.84,379.62,373.92,379.24,30303548.0
AMZN,3062.0,3098.0,3015.77,3055.21,4170492.0
FB,231.46,234.95,230.83,233.5,13163083.0
GOOG,1515.6,1540.97,1515.21,1530.2,1245980.0
MSFT,201.47,203.97,200.86,203.85,30160867.0
NFLX,484.51,496.92,482.31,495.65,7863069.0
TSLA,1435.0,1547.94,1413.0,1539.6,16048669.0
AAPL,377.47,378.199,372.99,373.01,25906375.0
AMZN,3054.27,3077.093,2995.76,3000.33,3126651.0
FB,234.63,234.96,229.83,230.12,14170112.0
GOOG,1525.18,1526.48,1497.66,1500.34,1702174.0
MSFT,203.61,204.7,201.74,202.02,23251388.0
NFLX,496.02,497.793,487.76,488.51,5986727.0
TSLA,1504.0,1564.7,1474.42,1476.49,15808700.0
AAPL,375.0,380.92,374.85,380.16,22582314.0
AMZN,3030.99,3039.159,2996.77,3033.53,2974060.0
FB,231.14,233.7,230.31,233.29,13588317.0
GOOG,1506.32,1531.2520000000002,1501.33,1522.02,1106534.0
MSFT,202.5,204.65,202.01,204.06,19632602.0
NFLX,492.25,494.92,484.13,484.48,6611769.0
TSLA,1501.0,1534.81,1487.0,1499.11,9426893.0
AAPL,376.75,385.19,375.07,384.76,39532505.0
AMZN,3014.0,3092.0,3005.0,3051.88,6128265.0
FB,230.22,234.893,229.0,234.5,20615306.0
GOOG,1497.0,1537.87,1492.22,1531.45,1671396.0
MSFT,201.0,204.46,199.57,203.9,25079596.0
NFLX,480.707,488.35,477.51,485.8,6608569.0
TSLA,1488.0,1513.24,1471.0,1487.49,7621039.0
AAPL,411.535,425.66,403.3,425.04,93573867.0
AMZN,3244.0,3246.82,3151.0,3164.68,8083369.0
FB,255.82,255.85,249.0,253.67,53030037.0
GOOG,1505.01,1508.95,1454.03,1482.96,3429036.0
MSFT,204.4,205.1,199.01,205.01,51247969.0
NFLX,488.29,494.8,484.5,488.88,5924310.0
TSLA,1515.0,1517.05,1420.98,1430.76,12246960.0
